Gene	Coarse module	Fine module	Comments
GM13892	18	90	"upregulated in T cells, to a lesser extent NK"
IFT80	18	90	"upregulated in T cells, to a lesser extent NK"
LEF1	18	90	"upregulated in T cells, to a lesser extent NK"
NSG2	18	90	"upregulated in T cells, to a lesser extent NK"
SIT1	18	90	"upregulated in T cells, to a lesser extent NK"
SLC16A5	18	90	"upregulated in T cells, to a lesser extent NK"
TCF7	18	90	"upregulated in T cells, to a lesser extent NK"
TCRB-J	18	90	"upregulated in T cells, to a lesser extent NK"
THEMIS	18	90	"upregulated in T cells, to a lesser extent NK"
TRAT1	18	90	"upregulated in T cells, to a lesser extent NK"
BCL2	18	91	"upregulated in T cells, to a lesser extent NK"
CD27	18	91	"upregulated in T cells, to a lesser extent NK"
FAM189B	18	91	"upregulated in T cells, to a lesser extent NK"
FRMD8	18	91	"upregulated in T cells, to a lesser extent NK"
I730030J21RIK	18	91	"upregulated in T cells, to a lesser extent NK"
IKZF2	18	91	"upregulated in T cells, to a lesser extent NK"
KLK8	18	91	"upregulated in T cells, to a lesser extent NK"
MBOAT1	18	91	"upregulated in T cells, to a lesser extent NK"
RAB27A	18	91	"upregulated in T cells, to a lesser extent NK"
RAB37	18	91	"upregulated in T cells, to a lesser extent NK"
SPN	18	91	"upregulated in T cells, to a lesser extent NK"
SSBP3	18	91	"upregulated in T cells, to a lesser extent NK"
SYTL1	18	91	"upregulated in T cells, to a lesser extent NK"
TMEM20	18	91	"upregulated in T cells, to a lesser extent NK"
TOX	18	91	"upregulated in T cells, to a lesser extent NK"
UBASH3A	18	91	"upregulated in T cells, to a lesser extent NK"
ZDHHC15	18	91	"upregulated in T cells, to a lesser extent NK"
A630038E17RIK	18	92	"upregulated in T cells, to a lesser extent NK"
ACSBG1	18	92	"upregulated in T cells, to a lesser extent NK"
APOL7B	18	92	"upregulated in T cells, to a lesser extent NK"
CD160	18	92	"upregulated in T cells, to a lesser extent NK"
CD7	18	92	"upregulated in T cells, to a lesser extent NK"
CTSW	18	92	"upregulated in T cells, to a lesser extent NK"
CXCR6	18	92	"upregulated in T cells, to a lesser extent NK"
FYN	18	92	"upregulated in T cells, to a lesser extent NK"
GM10345	18	92	"upregulated in T cells, to a lesser extent NK"
HCST	18	92	"upregulated in T cells, to a lesser extent NK"
IL2RB	18	92	"upregulated in T cells, to a lesser extent NK"
MTA3	18	92	"upregulated in T cells, to a lesser extent NK"
NBEAL2	18	92	"upregulated in T cells, to a lesser extent NK"
NT5E	18	92	"upregulated in T cells, to a lesser extent NK"
RUNX3	18	92	"upregulated in T cells, to a lesser extent NK"
STK39	18	92	"upregulated in T cells, to a lesser extent NK"
SYTL2	18	92	"upregulated in T cells, to a lesser extent NK"
1700021A07RIK	18	93	"upregulated in T cells, to a lesser extent NK"
2900016B01RIK	18	93	"upregulated in T cells, to a lesser extent NK"
AAK1	18	93	"upregulated in T cells, to a lesser extent NK"
ABCB9	18	93	"upregulated in T cells, to a lesser extent NK"
ABTB2	18	93	"upregulated in T cells, to a lesser extent NK"
ACPP	18	93	"upregulated in T cells, to a lesser extent NK"
APOL7E	18	93	"upregulated in T cells, to a lesser extent NK"
ARL4C	18	93	"upregulated in T cells, to a lesser extent NK"
ARMC7	18	93	"upregulated in T cells, to a lesser extent NK"
ART2B	18	93	"upregulated in T cells, to a lesser extent NK"
AXIN2	18	93	"upregulated in T cells, to a lesser extent NK"
BC021614	18	93	"upregulated in T cells, to a lesser extent NK"
BOLL	18	93	"upregulated in T cells, to a lesser extent NK"
CD226	18	93	"upregulated in T cells, to a lesser extent NK"
CD247	18	93	"upregulated in T cells, to a lesser extent NK"
CD28	18	93	"upregulated in T cells, to a lesser extent NK"
CD3D	18	93	"upregulated in T cells, to a lesser extent NK"
CD3E	18	93	"upregulated in T cells, to a lesser extent NK"
CD3G	18	93	"upregulated in T cells, to a lesser extent NK"
CD96	18	93	"upregulated in T cells, to a lesser extent NK"
CECR5	18	93	"upregulated in T cells, to a lesser extent NK"
CNGA1	18	93	"upregulated in T cells, to a lesser extent NK"
DAPL1	18	93	"upregulated in T cells, to a lesser extent NK"
F2RL1	18	93	"upregulated in T cells, to a lesser extent NK"
GALNT6	18	93	"upregulated in T cells, to a lesser extent NK"
GATA3	18	93	"upregulated in T cells, to a lesser extent NK"
GM10483	18	93	"upregulated in T cells, to a lesser extent NK"
IKBKE	18	93	"upregulated in T cells, to a lesser extent NK"
INPP5B	18	93	"upregulated in T cells, to a lesser extent NK"
IPCEF1	18	93	"upregulated in T cells, to a lesser extent NK"
ITK	18	93	"upregulated in T cells, to a lesser extent NK"
KLHDC1	18	93	"upregulated in T cells, to a lesser extent NK"
LAT	18	93	"upregulated in T cells, to a lesser extent NK"
LCK	18	93	"upregulated in T cells, to a lesser extent NK"
MLLT3	18	93	"upregulated in T cells, to a lesser extent NK"
MS4A4B	18	93	"upregulated in T cells, to a lesser extent NK"
NLRC3	18	93	"upregulated in T cells, to a lesser extent NK"
NMB	18	93	"upregulated in T cells, to a lesser extent NK"
PDE11A	18	93	"upregulated in T cells, to a lesser extent NK"
PRKCQ	18	93	"upregulated in T cells, to a lesser extent NK"
RAB11FIP4	18	93	"upregulated in T cells, to a lesser extent NK"
RAVER2	18	93	"upregulated in T cells, to a lesser extent NK"
RINL	18	93	"upregulated in T cells, to a lesser extent NK"
RNF32	18	93	"upregulated in T cells, to a lesser extent NK"
RUNDC3B	18	93	"upregulated in T cells, to a lesser extent NK"
SH2D1A	18	93	"upregulated in T cells, to a lesser extent NK"
SH2D2A	18	93	"upregulated in T cells, to a lesser extent NK"
SKAP1	18	93	"upregulated in T cells, to a lesser extent NK"
SLA2	18	93	"upregulated in T cells, to a lesser extent NK"
SNTB1	18	93	"upregulated in T cells, to a lesser extent NK"
SPATA13	18	93	"upregulated in T cells, to a lesser extent NK"
TBC1D22B	18	93	"upregulated in T cells, to a lesser extent NK"
THY1	18	93	"upregulated in T cells, to a lesser extent NK"
TNFRSF25	18	93	"upregulated in T cells, to a lesser extent NK"
TNIK	18	93	"upregulated in T cells, to a lesser extent NK"
TXK	18	93	"upregulated in T cells, to a lesser extent NK"
VIPR1	18	93	"upregulated in T cells, to a lesser extent NK"
ZAP70	18	93	"upregulated in T cells, to a lesser extent NK"
ZNRF3	18	93	"upregulated in T cells, to a lesser extent NK"
2210010C17RIK	18	94	"upregulated in T cells, to a lesser extent NK"
2610019F03RIK	18	94	"upregulated in T cells, to a lesser extent NK"
A130082M07RIK	18	94	"upregulated in T cells, to a lesser extent NK"
A630023P12RIK	18	94	"upregulated in T cells, to a lesser extent NK"
A730076H11RIK	18	94	"upregulated in T cells, to a lesser extent NK"
ALS2CL	18	94	"upregulated in T cells, to a lesser extent NK"
EG667677	18	94	"upregulated in T cells, to a lesser extent NK"
ENSMUSG00000076783	18	94	"upregulated in T cells, to a lesser extent NK"
GM12474	18	94	"upregulated in T cells, to a lesser extent NK"
GM13893	18	94	"upregulated in T cells, to a lesser extent NK"
GM13949	18	94	"upregulated in T cells, to a lesser extent NK"
GM13959	18	94	"upregulated in T cells, to a lesser extent NK"
GM13969	18	94	"upregulated in T cells, to a lesser extent NK"
GM26	18	94	"upregulated in T cells, to a lesser extent NK"
GM6273	18	94	"upregulated in T cells, to a lesser extent NK"
GM7174	18	94	"upregulated in T cells, to a lesser extent NK"
GM8736	18	94	"upregulated in T cells, to a lesser extent NK"
GM8740	18	94	"upregulated in T cells, to a lesser extent NK"
GPR83	18	94	"upregulated in T cells, to a lesser extent NK"
LYPD6B	18	94	"upregulated in T cells, to a lesser extent NK"
OTTMUSG00000015050	18	94	"upregulated in T cells, to a lesser extent NK"
TCRA	18	94	"upregulated in T cells, to a lesser extent NK"
TMIE	18	94	"upregulated in T cells, to a lesser extent NK"
TRAV13-3	18	94	"upregulated in T cells, to a lesser extent NK"
TRAV13-4/DV7	18	94	"upregulated in T cells, to a lesser extent NK"
TRAV13N-1	18	94	"upregulated in T cells, to a lesser extent NK"
TRAV16D/DV11	18	94	"upregulated in T cells, to a lesser extent NK"
ADAMTS14	19	95	NK cell associated genes
CAMK2N1	19	95	NK cell associated genes
CAR5B	19	95	NK cell associated genes
CDC20B	19	95	NK cell associated genes
CMA1	19	95	NK cell associated genes
CYP17A1	19	95	NK cell associated genes
FBXL2	19	95	NK cell associated genes
GM10522	19	95	NK cell associated genes
I830127L07RIK	19	95	NK cell associated genes
KHDC1A	19	95	NK cell associated genes
KHDC1B	19	95	NK cell associated genes
KLRA8	19	95	NK cell associated genes
KLRG1	19	95	NK cell associated genes
MCAM	19	95	NK cell associated genes
S1PR5	19	95	NK cell associated genes
SERPINB9B	19	95	NK cell associated genes
SH2D1B2	19	95	NK cell associated genes
ABCG1	19	96	NK cell associated genes
ADORA2A	19	96	NK cell associated genes
ANK	19	96	NK cell associated genes
AQP9	19	96	NK cell associated genes
C230081A13RIK	19	96	NK cell associated genes
CCL5	19	96	NK cell associated genes
CHST11	19	96	NK cell associated genes
DDEF2	19	96	NK cell associated genes
DUSP5	19	96	NK cell associated genes
GM11435	19	96	NK cell associated genes
GZMC	19	96	NK cell associated genes
ID2	19	96	NK cell associated genes
KLRK1	19	96	NK cell associated genes
OSBPL3	19	96	NK cell associated genes
PLEKHA5	19	96	NK cell associated genes
RAP2B	19	96	NK cell associated genes
SERPINB6B	19	96	NK cell associated genes
SERPINB9	19	96	NK cell associated genes
STK32C	19	96	NK cell associated genes
TIAF2	19	96	NK cell associated genes
UST	19	96	NK cell associated genes
VOPP1	19	96	NK cell associated genes
ABCA2	19	97	NK cell associated genes
B4GALT7	19	97	NK cell associated genes
BAIAP3	19	97	NK cell associated genes
CLDND2	19	97	NK cell associated genes
CRTAM	19	97	NK cell associated genes
CST7	19	97	NK cell associated genes
D16ERTD472E	19	97	NK cell associated genes
D8ERTD82E	19	97	NK cell associated genes
DMRTA1	19	97	NK cell associated genes
EFCAB4B	19	97	NK cell associated genes
EOMES	19	97	NK cell associated genes
FGF13	19	97	NK cell associated genes
GGT1	19	97	NK cell associated genes
GPRIN3	19	97	NK cell associated genes
GRAMD4	19	97	NK cell associated genes
GZMA	19	97	NK cell associated genes
IL12RB1	19	97	NK cell associated genes
NKG7	19	97	NK cell associated genes
PRKACB	19	97	NK cell associated genes
SNAI3	19	97	NK cell associated genes
A430084P05RIK	19	98	NK cell associated genes
ARAP3	19	98	NK cell associated genes
CLNK	19	98	NK cell associated genes
GFOD1	19	98	NK cell associated genes
GM4696	19	98	NK cell associated genes
ITGA2	19	98	NK cell associated genes
KCNIP3	19	98	NK cell associated genes
KLF12	19	98	NK cell associated genes
KLRA1	19	98	NK cell associated genes
KLRA10	19	98	NK cell associated genes
KLRA3	19	98	NK cell associated genes
KLRA5	19	98	NK cell associated genes
KLRA6	19	98	NK cell associated genes
KLRA9	19	98	NK cell associated genes
KLRB1A	19	98	NK cell associated genes
KLRB1B	19	98	NK cell associated genes
KLRB1F	19	98	NK cell associated genes
KLRE1	19	98	NK cell associated genes
KLRI1	19	98	NK cell associated genes
KLRI2	19	98	NK cell associated genes
LOC640965	19	98	NK cell associated genes
MYO6	19	98	NK cell associated genes
NCR1	19	98	NK cell associated genes
NRARP	19	98	NK cell associated genes
PRKAR2A	19	98	NK cell associated genes
SRGAP3	19	98	NK cell associated genes
STYK1	19	98	NK cell associated genes
4930447A16RIK	19	99	NK cell associated genes
6330512M04RIK	19	99	NK cell associated genes
ARL4D	19	99	NK cell associated genes
ARSB	19	99	NK cell associated genes
BSPRY	19	99	NK cell associated genes
CPNE7	19	99	NK cell associated genes
CSF2	19	99	NK cell associated genes
CXCR3	19	99	NK cell associated genes
CYSLTR2	19	99	NK cell associated genes
DAPK2	19	99	NK cell associated genes
F2RL2	19	99	NK cell associated genes
FASL	19	99	NK cell associated genes
GM4956	19	99	NK cell associated genes
GZMB	19	99	NK cell associated genes
GZMK	19	99	NK cell associated genes
HOPX	19	99	NK cell associated genes
IFNG	19	99	NK cell associated genes
IL12RB2	19	99	NK cell associated genes
IL18R1	19	99	NK cell associated genes
IL18RAP	19	99	NK cell associated genes
KLRB1C	19	99	NK cell associated genes
KLRC1	19	99	NK cell associated genes
KLRC2	19	99	NK cell associated genes
KLRC3	19	99	NK cell associated genes
KLRD1	19	99	NK cell associated genes
MYO3B	19	99	NK cell associated genes
NEBL	19	99	NK cell associated genes
POGK	19	99	NK cell associated genes
PPM1J	19	99	NK cell associated genes
PRF1	19	99	NK cell associated genes
RNF43	19	99	NK cell associated genes
RORA	19	99	NK cell associated genes
SAMD3	19	99	NK cell associated genes
SOAT2	19	99	NK cell associated genes
SYTL3	19	99	NK cell associated genes
TBX21	19	99	NK cell associated genes
TNFSF14	19	99	NK cell associated genes
TTC39C	19	99	NK cell associated genes
XCL1	19	99	NK cell associated genes
2810008D09RIK	20	100	
GAS5	20	100	
RNU73A	20	100	
SCARNA17	20	100	
SNHG1	20	100	
SNORA21	20	100	
SNORA3	20	100	
SNORA41	20	100	
SNORA44	20	100	
SNORA52	20	100	
SNORA62	20	100	
SNORA74A	20	100	
SNORA7A	20	100	
SNORD37	20	100	
SNORD58B	20	100	
SNORD87	20	100	
GM5774	20	101	
GM5775	20	101	
OLFR767	20	101	
RMRP	20	101	
RNU2	20	101	
RNU3A	20	101	
RNU73B	20	101	
SLFN3	20	101	
SNORA34	20	101	
SNORA61	20	101	
SNORA65	20	101	
SNORA69	20	101	
SNORD16A	20	101	
SNORD22	20	101	
SNORD33	20	101	
SNORD34	20	101	
SNORD38A	20	101	
SNORD8	20	101	
SNORD82	20	101	
SNORD85	20	101	
B930036N10RIK	20	102	
BST2	20	102	
CYB5D1	20	102	
DGUOK	20	102	
ND3	20	102	
RNU12	20	102	
RNU3B1	20	102	
SNORA70	20	102	
SNORD118	20	102	
SNORD1C	20	102	
SNORD32A	20	102	
SNORD35A	20	102	
SNORD35B	20	102	
SNORD49A	20	102	
SNORD49B	20	102	
SNORD61	20	102	
TMEM38B	20	102	
VAULTRC5	20	102	
2310001H12RIK	21	103	
2610044O15RIK	21	103	
4930522L14RIK	21	103	
A530054K11RIK	21	103	
A630089N07RIK	21	103	
B230307C23RIK	21	103	
BC002059	21	103	
BC003267	21	103	
BC049349	21	103	
C430048L16RIK	21	103	
D3ERTD751E	21	103	
ENTPD4	21	103	
FAM36A	21	103	
GM6712	21	103	
PHF14	21	103	
TTC14	21	103	
ZFP317	21	103	
ZFP40	21	103	
ZFP59	21	103	
ZFP759	21	103	
ZFP780B	21	103	
ZFP781	21	103	
ZFP825	21	103	
1700109H08RIK	21	104	
4933426I21RIK	21	104	
5830472F04RIK	21	104	
CCNT1	21	104	
DCUN1D1	21	104	
E130120F12RIK	21	104	
F630048H11RIK	21	104	
GABPB2	21	104	
HTATSF1	21	104	
MCTS2	21	104	
N4BP2L2	21	104	
NAT12	21	104	
PNET-PS	21	104	
RANBP6	21	104	
RSBN1	21	104	
SMCHD1	21	104	
SP3	21	104	
UBE2V2	21	104	
2610008E11RIK	21	105	
4833420G17RIK	21	105	
ANKRD24	21	105	
DCAF17	21	105	
DYNC2H1	21	105	
G730007D18RIK	21	105	
GM10796	21	105	
OGT	21	105	
PAN3	21	105	
RBM4	21	105	
RNPC3	21	105	
RPRD1A	21	105	
SIAH1A	21	105	
SNAPC3	21	105	
SPOPL	21	105	
ZBTB26	21	105	
ZFP113	21	105	
ZFP26	21	105	
ZFP260	21	105	
ZFP329	21	105	
ZFP386	21	105	
ZFP397	21	105	
ZFP422-RS1	21	105	
ZFP607	21	105	
ZFP81	21	105	
ZFP873	21	105	
ZMYND17	21	105	
8430426H19RIK	21	106	
A630033E08RIK	21	106	
AB010352	21	106	
AI987944	21	106	
GM10033	21	106	
GM4979	21	106	
GOLGA1	21	106	
PIBF1	21	106	
ZFP160	21	106	
ZFP182	21	106	
ZFP617	21	106	
ZFP709	21	106	
ZFP871	21	106	
ZFP97	21	106	
3110048L19RIK	22	107	
4930518I15RIK	22	107	
A830080D01RIK	22	107	
AA987161	22	107	
AW549877	22	107	
BRWD3	22	107	
C030034I22RIK	22	107	
CAPN7	22	107	
CKLF	22	107	
COL4A3BP	22	107	
DHX36	22	107	
FAM178A	22	107	
FAM76B	22	107	
FBXW7	22	107	
FMR1	22	107	
INTS8	22	107	
IREB2	22	107	
KCTD9	22	107	
KLHL28	22	107	
LNP	22	107	
MBLAC2	22	107	
MUDENG	22	107	
ORC4L	22	107	
PDCD10	22	107	
PIK3CA	22	107	
PKN2	22	107	
PPIL4	22	107	
RMI1	22	107	
SFRS2IP	22	107	
SMC5	22	107	
SOCS4	22	107	
STAG1	22	107	
TAF1	22	107	
TMEM184C	22	107	
UBE3A	22	107	
YME1L1	22	107	
ZFP595	22	107	
ZFP758	22	107	
ZFP826	22	107	
AK2	23	108	
ATP5F1	23	108	
COX5A	23	108	
CYCS	23	108	
ETFA	23	108	
FCF1	23	108	
GLOD4	23	108	
GM12696	23	108	
GTF2E2	23	108	
GYG	23	108	
H2AFZ	23	108	
HAT1	23	108	
MRPS18C	23	108	
NDUFV2	23	108	
PSMA1	23	108	
PSMA5	23	108	
PSMA6	23	108	
PSMA7	23	108	
TXNL1	23	108	
VDAC3	23	108	
4632434I11RIK	23	109	
CASP3	23	109	
FAM60A	23	109	
FUT8	23	109	
GTPBP4	23	109	
LRRC40	23	109	
MIER3	23	109	
PEX13	23	109	
PI4K2B	23	109	
PUS10	23	109	
SLC38A2	23	109	
SUV39H2	23	109	
5730437N04RIK	23	110	
AMZ2	23	110	
BLMH	23	110	
CALM3	23	110	
CBR4	23	110	
CNPY2	23	110	
DDB1	23	110	
MRPL45	23	110	
MRPS27	23	110	
PDE5A	23	110	
PRDX2	23	110	
PRDX3	23	110	
PSMD7	23	110	
SLC25A4	23	110	
SMARCB1	23	110	
SUMO3	23	110	
TBC1D7	23	110	
UBE2E3	23	110	
UBFD1	23	110	
VDAC1	23	110	
WRB	23	110	
ZWINT	23	110	
BCAM	24	111	
C4A	24	111	
C4B	24	111	
CALD1	24	111	
CGNL1	24	111	
CXCL13	24	111	
EFNB2	24	111	
HYAL1	24	111	
NFIA	24	111	
PMP22	24	111	
SORBS3	24	111	
STARD13	24	111	
1810011O10RIK	24	112	
BC055004	24	112	
C3AR1	24	112	
CCL2	24	112	
CD14	24	112	
CFH	24	112	
CP	24	112	
CTSL	24	112	
CXCL2	24	112	
DAB2	24	112	
FCRLS	24	112	
GAS7	24	112	
GCH1	24	112	
IER3	24	112	
IL1RN	24	112	
IRG1	24	112	
KLF9	24	112	
LMNA	24	112	
MAFB	24	112	
MMP14	24	112	
MMP19	24	112	
MMP9	24	112	
MRC1	24	112	
MSR1	24	112	
NFE2L2	24	112	
NIACR1	24	112	
OSM	24	112	
PDE7B	24	112	
PLAU	24	112	
PLTP	24	112	
RAB11FIP5	24	112	
RAB20	24	112	
SEPP1	24	112	
SERPINB8	24	112	
SLC15A3	24	112	
STARD8	24	112	
THBS1	24	112	
TMEM195	24	112	
1110012D08RIK	24	113	
9830001H06RIK	24	113	
ARHGAP21	24	113	
ASPH	24	113	
B4GALT4	24	113	
BC026585	24	113	
BMPR2	24	113	
C1RB	24	113	
CAV2	24	113	
CTNND1	24	113	
DENND2C	24	113	
DOCK1	24	113	
DSEL	24	113	
FKBP9	24	113	
FNIP2	24	113	
GAB2	24	113	
ITGA5	24	113	
ITSN1	24	113	
LIX1L	24	113	
LRRC49	24	113	
MT1	24	113	
MT2	24	113	
PKD2	24	113	
S100A1	24	113	
TMBIM1	24	113	
TMEM159	24	113	
TMEM67	24	113	
WDSUB1	24	113	
4930415L06RIK	24	114	
ACO1	24	114	
ACP2	24	114	
ANXA5	24	114	
ARF2	24	114	
ARSA	24	114	
ATOX1	24	114	
CMTM3	24	114	
CRAT	24	114	
CSTB	24	114	
CTSB	24	114	
DNASE1L1	24	114	
DSTN	24	114	
FTL1	24	114	
FTL2	24	114	
IDH1	24	114	
JUP	24	114	
LAMP1	24	114	
LAPTM4A	24	114	
LY96	24	114	
MFGE8	24	114	
NAGK	24	114	
PLIN2	24	114	
PLK2	24	114	
RALB	24	114	
RENBP	24	114	
SDC3	24	114	
TAX1BP3	24	114	
TMEM106A	24	114	
TNFAIP1	24	114	
TNFAIP2	24	114	
1190002A17RIK	24	115	
APPL2	24	115	
ATP6AP1	24	115	
ATP6V0D1	24	115	
ATP6V1C1	24	115	
CHPT1	24	115	
CLCN7	24	115	
CREB3	24	115	
CYP4F13	24	115	
D16H22S680E	24	115	
DEGS1	24	115	
DHRS7	24	115	
GABARAP	24	115	
GBA	24	115	
GM5617	24	115	
ITM2B	24	115	
LEPROT	24	115	
MAP1LC3B	24	115	
MFSD1	24	115	
MFSD11	24	115	
NPC1	24	115	
PEPD	24	115	
PON2	24	115	
RIT1	24	115	
RNASEK	24	115	
RNH1	24	115	
SEC24D	24	115	
SPTLC2	24	115	
WSB2	24	115	
2310016C08RIK	24	116	
3230401D17RIK	24	116	
BAIAP2	24	116	
BPNT1	24	116	
EMP1	24	116	
GDE1	24	116	
GLA	24	116	
GOT1	24	116	
LRPAP1	24	116	
NCEH1	24	116	
RILPL2	24	116	
SLC2A1	24	116	
SLC36A4	24	116	
SLC39A1	24	116	
SLC3A2	24	116	
ZFAND2A	24	116	
ABHD4	24	117	
ARL10	24	117	
ATP6V0B	24	117	
BST1	24	117	
CLCN5	24	117	
DENND5A	24	117	
DPP7	24	117	
EHD4	24	117	
EPHA2	24	117	
ERP29	24	117	
FNDC3B	24	117	
FTH1	24	117	
FUCA1	24	117	
GCNT1	24	117	
GLT25D1	24	117	
GNA12	24	117	
GRN	24	117	
HEXA	24	117	
HSD17B11	24	117	
INPPL1	24	117	
KCTD12	24	117	
KHK	24	117	
LMO4	24	117	
MGRN1	24	117	
NAIP5	24	117	
ORAI3	24	117	
P2RX4	24	117	
PLEKHG3	24	117	
PLXNB2	24	117	
RGL1	24	117	
RHOB	24	117	
RRBP1	24	117	
SH2B2	24	117	
SIK1	24	117	
SLC29A3	24	117	
SLC35C2	24	117	
SSH3	24	117	
TCIRG1	24	117	
TMBIM4	24	117	
TOR3A	24	117	
UAP1L1	24	117	
VAMP8	24	117	
VPS18	24	117	
XBP1	24	117	
ABHD12	24	118	
ACER3	24	118	
AGPAT4	24	118	
APOE	24	118	
CDC42EP2	24	118	
CLN8	24	118	
CYP4F16	24	118	
DAGLB	24	118	
FZD7	24	118	
GM6762	24	118	
HFE	24	118	
HPGD	24	118	
ITGB5	24	118	
KCNJ2	24	118	
LY6I	24	118	
RCAN1	24	118	
RRAS	24	118	
SASH1	24	118	
SIRPA	24	118	
TGM2	24	118	
TLE1	24	118	
TUBB6	24	118	
ZFYVE9	24	118	
2310007H09RIK	24	119	
4933428G20RIK	24	119	
AP4M1	24	119	
ARRB1	24	119	
B230120H23RIK	24	119	
B4GALT6	24	119	
CSGALNACT2	24	119	
DEPDC6	24	119	
DHDH	24	119	
EIF4EBP1	24	119	
GABARAPL1	24	119	
GLB1L	24	119	
GPX1	24	119	
IFITM2	24	119	
IFITM3	24	119	
MGST1	24	119	
PELI2	24	119	
RAB31	24	119	
RPS6KA2	24	119	
RSU1	24	119	
TCTEX1D2	24	119	
TMEM176B	24	119	
TRIM16	24	119	
ACVR1	24	120	
ACVR2A	24	120	
AI607873	24	120	
ANKRD57	24	120	
APH1B	24	120	
APP	24	120	
ARRDC4	24	120	
ATF3	24	120	
BAG3	24	120	
BC004728	24	120	
CASK	24	120	
CDC42BPB	24	120	
CDKN1A	24	120	
CEBPD	24	120	
CFB	24	120	
CSF2RB2	24	120	
D14ERTD668E	24	120	
DGAT2	24	120	
DOCK4	24	120	
F11R	24	120	
FAM114A1	24	120	
GPR35	24	120	
HLX	24	120	
IL13RA1	24	120	
ITPRIPL2	24	120	
KLF4	24	120	
LIPE	24	120	
MVP	24	120	
PFTK1	24	120	
PQLC1	24	120	
RND3	24	120	
RPS6KC1	24	120	
Sept10	24	120	
SESN2	24	120	
SLC7A7	24	120	
SPIC	24	120	
STARD9	24	120	
STXBP6	24	120	
TCFE3	24	120	
TGFBI	24	120	
TLR2	24	120	
TMEM176A	24	120	
TRIM3	24	120	
TRP53INP2	24	120	
UGT1A9	24	120	
2610034B18RIK	24	121	
ANXA4	24	121	
ARFGAP3	24	121	
CTNNA1	24	121	
GAS2L1	24	121	
IL15	24	121	
ISCU	24	121	
ITGA1	24	121	
LIMA1	24	121	
MGLL	24	121	
PAQR3	24	121	
PLEKHG1	24	121	
PPAP2A	24	121	
PRNP	24	121	
RAB13	24	121	
SBF2	24	121	
SELM	24	121	
SHB	24	121	
SLC9A3R2	24	121	
TMEM63B	24	121	
TRIP10	24	121	
UBE2L6	24	121	
VCAM1	24	121	
ABCA6	24	122	
ABCA9	24	122	
ACE	24	122	
ADAM15	24	122	
ADORA2B	24	122	
ARHGEF10L	24	122	
BACH1	24	122	
C3	24	122	
CD302	24	122	
CEBPB	24	122	
DHRS3	24	122	
DRAM1	24	122	
DUSP3	24	122	
FAM129B	24	122	
FAM20C	24	122	
FAM38A	24	122	
FN1	24	122	
KCTD21	24	122	
LRP1	24	122	
MAP3K6	24	122	
NUPR1	24	122	
PLOD3	24	122	
PROS1	24	122	
TMEM109	24	122	
TPPP3	24	122	
VCAN	24	122	
ATRNL1	24	123	
BC048502	24	123	
CD81	24	123	
GGTA1	24	123	
IFNGR2	24	123	
MARCKS	24	123	
MARCKSL1	24	123	
PLXND1	24	123	
SGK3	24	123	
TMEM206	24	123	
TNS3	24	123	
9030420J04RIK	24	124	
ANKRD13A	24	124	
ARL6	24	124	
CAR2	24	124	
CCND1	24	124	
CYP7B1	24	124	
FLNB	24	124	
FRMD4A	24	124	
KIT	24	124	
NEK6	24	124	
PLS3	24	124	
PPFIBP1	24	124	
PROCR	24	124	
RGS12	24	124	
SEMA4C	24	124	
AKR1B8	24	125	
ATP6V0C	24	125	
CNDP2	24	125	
COMT1	24	125	
CTSK	24	125	
DAG1	24	125	
FEZ2	24	125	
GRINA	24	125	
LHFPL2	24	125	
LRP12	24	125	
MAN1C1	24	125	
MAP1LC3A	24	125	
NAGLU	24	125	
PLD1	24	125	
PLOD1	24	125	
PTTG1IP	24	125	
SEC14L1	24	125	
SERPINB6A	24	125	
SLC36A1	24	125	
TCN2	24	125	
TMEM104	24	125	
TNFRSF23	24	125	
VAT1	24	125	
4930471M23RIK	24	126	
ACOX3	24	126	
ALDH3B1	24	126	
APBA1	24	126	
CD36	24	126	
HEXB	24	126	
KLHL18	24	126	
LIFR	24	126	
MKNK1	24	126	
NCKIPSD	24	126	
PLEKHO2	24	126	
PQLC2	24	126	
PSAP	24	126	
RAB39	24	126	
SCARB2	24	126	
SH3TC1	24	126	
SLC12A9	24	126	
SLC24A6	24	126	
SLC31A2	24	126	
SUMF1	24	126	
TMEM184B	24	126	
UBL3	24	126	
ZCCHC24	24	126	
ANXA9	24	127	
ERN1	24	127	
FERT2	24	127	
GPR177	24	127	
GSTM3	24	127	
March8	24	127	
MLKL	24	127	
NFIC	24	127	
SEPN1	24	127	
SNX18	24	127	
TMEM2	24	127	
ANG	24	128	
DST	24	128	
FZD8	24	128	
GAS6	24	128	
GDPD1	24	128	
NR1D1	24	128	
OPHN1	24	128	
PDGFC	24	128	
RAB3IL1	24	128	
SERPINE1	24	128	
SLCO2B1	24	128	
TRIM47	24	128	
X99384	24	128	
ACADSB	24	129	
ACOX1	24	129	
ARPC3	24	129	
C1GALT1C1	24	129	
CPD	24	129	
CRK	24	129	
DYNLT3	24	129	
FBXO30	24	129	
GADD45A	24	129	
GM5972	24	129	
IMPACT	24	129	
MED7	24	129	
MOSPD2	24	129	
PJA2	24	129	
RAB12	24	129	
REEP3	24	129	
RNF141	24	129	
Sept2	24	129	
SLC35A3	24	129	
SNAP23	24	129	
